category	ID	term	count	gene	logFC	adj_pval	magma_score
KEGG	KEGG_CELL_ADHESION_MOLECULES_CAMS	KEGG_CELL_ADHESION_MOLECULES_CAMS	93	ENSRNOG00000001419/ENSRNOG00000025143/ENSRNOG00000009033/ENSRNOG00000012208/ENSRNOG00000027954/ENSRNOG00000003248/ENSRNOG00000020129/ENSRNOG00000001926/ENSRNOG00000043167/ENSRNOG00000006403/ENSRNOG00000010085/ENSRNOG00000033217/ENSRNOG00000014297/ENSRNOG00000066008/ENSRNOG00000024000/ENSRNOG00000010263/ENSRNOG00000001989/ENSRNOG00000021023/ENSRNOG00000010283/ENSRNOG00000004912/ENSRNOG00000020884/ENSRNOG00000007922/ENSRNOG00000002176/ENSRNOG00000002776/ENSRNOG00000019202/ENSRNOG00000013324/ENSRNOG00000046196/ENSRNOG00000020277/ENSRNOG00000066773/ENSRNOG00000050071/ENSRNOG00000000655/ENSRNOG00000036711/ENSRNOG00000020679/ENSRNOG00000042848/ENSRNOG00000003171/ENSRNOG00000000699/ENSRNOG00000023109/ENSRNOG00000001224/ENSRNOG00000006569/ENSRNOG00000019728/ENSRNOG00000059947/ENSRNOG00000049491/ENSRNOG00000014333/ENSRNOG00000004414/ENSRNOG00000033215/ENSRNOG00000010966/ENSRNOG00000017980	-185,801,724,090,251	0.001104145	0.0030652
GOBP	GOBP_NEPHRON_TUBULE_FORMATION	GOBP_NEPHRON_TUBULE_FORMATION	12	ENSRNOG00000002607/ENSRNOG00000022777/ENSRNOG00000004210/ENSRNOG00000003807/ENSRNOG00000018841	-174,403,305,001,882	0.045202907	0.0033339
HPO	HP_GASTROINTESTINAL_CARCINOMA	HP_GASTROINTESTINAL_CARCINOMA	73	ENSRNOG00000037897/ENSRNOG00000039949/ENSRNOG00000048927/ENSRNOG00000020423/ENSRNOG00000064917/ENSRNOG00000014287/ENSRNOG00000023079/ENSRNOG00000014272/ENSRNOG00000010189/ENSRNOG00000033625/ENSRNOG00000054172/ENSRNOG00000028629/ENSRNOG00000052469/ENSRNOG00000020918/ENSRNOG00000016818/ENSRNOG00000033058/ENSRNOG00000018320/ENSRNOG00000062887/ENSRNOG00000008555/ENSRNOG00000012213/ENSRNOG00000009495/ENSRNOG00000016945/ENSRNOG00000021035/ENSRNOG00000019106/ENSRNOG00000026260/ENSRNOG00000009822/ENSRNOG00000023529/ENSRNOG00000008373/ENSRNOG00000008140/ENSRNOG00000016961/ENSRNOG00000000490/ENSRNOG00000004214/ENSRNOG00000013265/ENSRNOG00000020674	-167,012,956,518,144	0.033232075	0.0034192
HPO	HP_ABNORMAL_GERM_CELL_MORPHOLOGY	HP_ABNORMAL_GERM_CELL_MORPHOLOGY	24	ENSRNOG00000006114/ENSRNOG00000002073/ENSRNOG00000058275/ENSRNOG00000056996/ENSRNOG00000007046/ENSRNOG00000058681/ENSRNOG00000052688/ENSRNOG00000016364/ENSRNOG00000026217/ENSRNOG00000002976/ENSRNOG00000024557/ENSRNOG00000037835/ENSRNOG00000045585	231,893,336,507,404	0.000251295	0.0034287
GOBP	GOBP_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	GOBP_REGULATION_OF_CELLULAR_PROTEIN_CATABOLIC_PROCESS	236	ENSRNOG00000015308/ENSRNOG00000006302/ENSRNOG00000059714/ENSRNOG00000012026/ENSRNOG00000028415/ENSRNOG00000051669/ENSRNOG00000009683/ENSRNOG00000020573/ENSRNOG00000066088/ENSRNOG00000025053/ENSRNOG00000014218/ENSRNOG00000018359/ENSRNOG00000000123/ENSRNOG00000002516/ENSRNOG00000020102/ENSRNOG00000019390/ENSRNOG00000017434/ENSRNOG00000004107/ENSRNOG00000058841/ENSRNOG00000015206/ENSRNOG00000005276/ENSRNOG00000016967/ENSRNOG00000039593/ENSRNOG00000008400/ENSRNOG00000019425/ENSRNOG00000019891/ENSRNOG00000019933/ENSRNOG00000055226/ENSRNOG00000032917/ENSRNOG00000028629/ENSRNOG00000011414/ENSRNOG00000031827/ENSRNOG00000037137/ENSRNOG00000007822/ENSRNOG00000004814/ENSRNOG00000019506/ENSRNOG00000055756/ENSRNOG00000019246/ENSRNOG00000039417/ENSRNOG00000007034/ENSRNOG00000049517/ENSRNOG00000013023/ENSRNOG00000020417/ENSRNOG00000008987/ENSRNOG00000016460/ENSRNOG00000001223/ENSRNOG00000052620/ENSRNOG00000013358/ENSRNOG00000013286/ENSRNOG00000014230/ENSRNOG00000030118/ENSRNOG00000028930/ENSRNOG00000010362/ENSRNOG00000025254/ENSRNOG00000068183/ENSRNOG00000019666/ENSRNOG00000004100/ENSRNOG00000018289/ENSRNOG00000018796/ENSRNOG00000018515/ENSRNOG00000016309/ENSRNOG00000001548/ENSRNOG00000025239/ENSRNOG00000017417/ENSRNOG00000016103/ENSRNOG00000026260/ENSRNOG00000023529/ENSRNOG00000007984/ENSRNOG00000016496/ENSRNOG00000008373/ENSRNOG00000019041/ENSRNOG00000004252/ENSRNOG00000001235/ENSRNOG00000018524/ENSRNOG00000010038/ENSRNOG00000039848/ENSRNOG00000005577/ENSRNOG00000007769/ENSRNOG00000013578/ENSRNOG00000018454/ENSRNOG00000015385/ENSRNOG00000003951/ENSRNOG00000018780/ENSRNOG00000048812/ENSRNOG00000056836/ENSRNOG00000011054	-152,022,719,801,968	0.005694193	0.0036467
GOBP	GOBP_T_CELL_MEDIATED_CYTOTOXICITY	GOBP_T_CELL_MEDIATED_CYTOTOXICITY	34	ENSRNOG00000001296/ENSRNOG00000054954/ENSRNOG00000058422/ENSRNOG00000020465/ENSRNOG00000047035/ENSRNOG00000016451/ENSRNOG00000052499/ENSRNOG00000017699/ENSRNOG00000019202/ENSRNOG00000000655/ENSRNOG00000017123/ENSRNOG00000046452/ENSRNOG00000009468/ENSRNOG00000016496/ENSRNOG00000002664/ENSRNOG00000033215/ENSRNOG00000036829/ENSRNOG00000014064	-193,493,772,488,803	0.002911931	0.0037927
GOMF	GOMF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOMF_POSTSYNAPTIC_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	57	ENSRNOG00000000368/ENSRNOG00000001575/ENSRNOG00000006174/ENSRNOG00000010853/ENSRNOG00000002327/ENSRNOG00000014862/ENSRNOG00000045816/ENSRNOG00000016429/ENSRNOG00000014290/ENSRNOG00000008992/ENSRNOG00000003777/ENSRNOG00000030910/ENSRNOG00000055499/ENSRNOG00000007682/ENSRNOG00000002349/ENSRNOG00000002336/ENSRNOG00000005723/ENSRNOG00000013610/ENSRNOG00000061182/ENSRNOG00000023688/ENSRNOG00000020310	170,897,354,751,446	0.029858249	0.0040164
GOCC	GOCC_ION_CHANNEL_COMPLEX	GOCC_ION_CHANNEL_COMPLEX	253	ENSRNOG00000016917/ENSRNOG00000012727/ENSRNOG00000055382/ENSRNOG00000000368/ENSRNOG00000060693/ENSRNOG00000029012/ENSRNOG00000013351/ENSRNOG00000063400/ENSRNOG00000039544/ENSRNOG00000006645/ENSRNOG00000013147/ENSRNOG00000027400/ENSRNOG00000042536/ENSRNOG00000017060/ENSRNOG00000006174/ENSRNOG00000010853/ENSRNOG00000057848/ENSRNOG00000010348/ENSRNOG00000002327/ENSRNOG00000014862/ENSRNOG00000045816/ENSRNOG00000056697/ENSRNOG00000060599/ENSRNOG00000006639/ENSRNOG00000006957/ENSRNOG00000021056/ENSRNOG00000011133/ENSRNOG00000002146/ENSRNOG00000011168/ENSRNOG00000014686/ENSRNOG00000016070/ENSRNOG00000054314/ENSRNOG00000063175/ENSRNOG00000018378/ENSRNOG00000008992/ENSRNOG00000005985/ENSRNOG00000031287/ENSRNOG00000003915/ENSRNOG00000004560/ENSRNOG00000002863/ENSRNOG00000049792/ENSRNOG00000007090/ENSRNOG00000009897/ENSRNOG00000021130/ENSRNOG00000020557/ENSRNOG00000003777/ENSRNOG00000060528/ENSRNOG00000047143/ENSRNOG00000030910/ENSRNOG00000010771/ENSRNOG00000033531/ENSRNOG00000007682/ENSRNOG00000002349/ENSRNOG00000048818/ENSRNOG00000054902/ENSRNOG00000027233/ENSRNOG00000003288/ENSRNOG00000006617/ENSRNOG00000008766/ENSRNOG00000056537/ENSRNOG00000029811/ENSRNOG00000015264/ENSRNOG00000012767/ENSRNOG00000002595/ENSRNOG00000059005/ENSRNOG00000020450/ENSRNOG00000002336/ENSRNOG00000001679/ENSRNOG00000049076/ENSRNOG00000005007/ENSRNOG00000004535/ENSRNOG00000009450/ENSRNOG00000005723/ENSRNOG00000016877/ENSRNOG00000013610/ENSRNOG00000000728/ENSRNOG00000061182/ENSRNOG00000021140/ENSRNOG00000045920	163,465,466,774,747	0.000360334	0.0050055
GOCC	GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	GOCC_VOLTAGE_GATED_CALCIUM_CHANNEL_COMPLEX	37	ENSRNOG00000060693/ENSRNOG00000013147/ENSRNOG00000042536/ENSRNOG00000057848/ENSRNOG00000010348/ENSRNOG00000063175/ENSRNOG00000018378/ENSRNOG00000031287/ENSRNOG00000004560/ENSRNOG00000002863/ENSRNOG00000007090/ENSRNOG00000020557/ENSRNOG00000060528/ENSRNOG00000033531/ENSRNOG00000048818/ENSRNOG00000056537	189,597,396,254,755	0.005304611	0.0050812
HPO	HP_HIGHLY_ARCHED_EYEBROW	HP_HIGHLY_ARCHED_EYEBROW	206	ENSRNOG00000016187/ENSRNOG00000013969/ENSRNOG00000042118/ENSRNOG00000003122/ENSRNOG00000011829/ENSRNOG00000014027/ENSRNOG00000022372/ENSRNOG00000010572/ENSRNOG00000020372/ENSRNOG00000021718/ENSRNOG00000008244/ENSRNOG00000015230/ENSRNOG00000028523/ENSRNOG00000009208/ENSRNOG00000025185/ENSRNOG00000004493/ENSRNOG00000059715/ENSRNOG00000047194/ENSRNOG00000007242/ENSRNOG00000025418/ENSRNOG00000006957/ENSRNOG00000015383/ENSRNOG00000013176/ENSRNOG00000007472/ENSRNOG00000027596/ENSRNOG00000000885/ENSRNOG00000003635/ENSRNOG00000017035/ENSRNOG00000005985/ENSRNOG00000024085/ENSRNOG00000006632/ENSRNOG00000013933/ENSRNOG00000008591/ENSRNOG00000025244/ENSRNOG00000005877/ENSRNOG00000001875/ENSRNOG00000009661/ENSRNOG00000013481/ENSRNOG00000008533/ENSRNOG00000005330/ENSRNOG00000071170/ENSRNOG00000056458/ENSRNOG00000021614/ENSRNOG00000045918/ENSRNOG00000011908/ENSRNOG00000038140/ENSRNOG00000052704/ENSRNOG00000011553/ENSRNOG00000014576/ENSRNOG00000047296/ENSRNOG00000018500/ENSRNOG00000015474/ENSRNOG00000015756/ENSRNOG00000008996/ENSRNOG00000012568/ENSRNOG00000019039/ENSRNOG00000008635/ENSRNOG00000032048/ENSRNOG00000053234/ENSRNOG00000034240/ENSRNOG00000051531/ENSRNOG00000004574/ENSRNOG00000061499/ENSRNOG00000013388/ENSRNOG00000005076/ENSRNOG00000008637/ENSRNOG00000052840/ENSRNOG00000007404/ENSRNOG00000012148	187,549,788,735,326	8,96E+09	0.0061044
HPO	HP_FUNCTIONAL_ABNORMALITY_OF_THE_MIDDLE_EAR	HP_FUNCTIONAL_ABNORMALITY_OF_THE_MIDDLE_EAR	355	ENSRNOG00000016187/ENSRNOG00000026649/ENSRNOG00000013969/ENSRNOG00000042118/ENSRNOG00000003122/ENSRNOG00000011440/ENSRNOG00000030212/ENSRNOG00000058275/ENSRNOG00000004342/ENSRNOG00000014027/ENSRNOG00000004171/ENSRNOG00000010572/ENSRNOG00000001622/ENSRNOG00000005883/ENSRNOG00000003013/ENSRNOG00000020372/ENSRNOG00000002053/ENSRNOG00000003955/ENSRNOG00000000648/ENSRNOG00000024905/ENSRNOG00000010453/ENSRNOG00000023679/ENSRNOG00000004013/ENSRNOG00000046566/ENSRNOG00000043410/ENSRNOG00000004542/ENSRNOG00000006957/ENSRNOG00000060615/ENSRNOG00000016545/ENSRNOG00000030017/ENSRNOG00000056553/ENSRNOG00000019474/ENSRNOG00000022166/ENSRNOG00000012705/ENSRNOG00000051498/ENSRNOG00000001689/ENSRNOG00000017473/ENSRNOG00000026964/ENSRNOG00000038600/ENSRNOG00000013729/ENSRNOG00000005985/ENSRNOG00000010418/ENSRNOG00000004831/ENSRNOG00000033663/ENSRNOG00000020470/ENSRNOG00000006864/ENSRNOG00000018905/ENSRNOG00000014986/ENSRNOG00000025141/ENSRNOG00000013933/ENSRNOG00000001083/ENSRNOG00000015590/ENSRNOG00000021602/ENSRNOG00000058560/ENSRNOG00000009881/ENSRNOG00000042477/ENSRNOG00000058916/ENSRNOG00000050123/ENSRNOG00000017178/ENSRNOG00000013481/ENSRNOG00000008533/ENSRNOG00000021312/ENSRNOG00000005330/ENSRNOG00000048363/ENSRNOG00000013734/ENSRNOG00000016913/ENSRNOG00000029456/ENSRNOG00000021614/ENSRNOG00000027463/ENSRNOG00000021109/ENSRNOG00000045918/ENSRNOG00000015101/ENSRNOG00000014319/ENSRNOG00000028097/ENSRNOG00000038140/ENSRNOG00000010078/ENSRNOG00000011553/ENSRNOG00000026672/ENSRNOG00000014576/ENSRNOG00000047296/ENSRNOG00000049696/ENSRNOG00000057862/ENSRNOG00000008996/ENSRNOG00000054900/ENSRNOG00000016774/ENSRNOG00000005233/ENSRNOG00000012568/ENSRNOG00000053234/ENSRNOG00000004574/ENSRNOG00000061499/ENSRNOG00000013780/ENSRNOG00000005451/ENSRNOG00000005076/ENSRNOG00000008807/ENSRNOG00000059401/ENSRNOG00000052840/ENSRNOG00000018349/ENSRNOG00000007404/ENSRNOG00000017960/ENSRNOG00000018762/ENSRNOG00000049221/ENSRNOG00000019979/ENSRNOG00000019020/ENSRNOG00000019737/ENSRNOG00000011144/ENSRNOG00000003070/ENSRNOG00000008049/ENSRNOG00000061346/ENSRNOG00000005228/ENSRNOG00000024523/ENSRNOG00000012629/ENSRNOG00000028350/ENSRNOG00000007644/ENSRNOG00000025629/ENSRNOG00000014665	154,192,942,379,318	0.004623818	0.0065547
HPO	HP_INCREASED_BODY_WEIGHT	HP_INCREASED_BODY_WEIGHT	413	ENSRNOG00000016187/ENSRNOG00000024468/ENSRNOG00000026171/ENSRNOG00000026649/ENSRNOG00000013969/ENSRNOG00000003122/ENSRNOG00000030212/ENSRNOG00000004342/ENSRNOG00000054331/ENSRNOG00000022938/ENSRNOG00000007127/ENSRNOG00000001622/ENSRNOG00000008193/ENSRNOG00000033099/ENSRNOG00000003013/ENSRNOG00000020372/ENSRNOG00000005540/ENSRNOG00000003955/ENSRNOG00000000648/ENSRNOG00000015230/ENSRNOG00000005281/ENSRNOG00000048849/ENSRNOG00000005765/ENSRNOG00000010453/ENSRNOG00000042536/ENSRNOG00000002276/ENSRNOG00000010545/ENSRNOG00000022391/ENSRNOG00000015816/ENSRNOG00000001453/ENSRNOG00000046566/ENSRNOG00000022343/ENSRNOG00000047194/ENSRNOG00000066471/ENSRNOG00000003848/ENSRNOG00000007242/ENSRNOG00000004542/ENSRNOG00000060615/ENSRNOG00000016545/ENSRNOG00000015189/ENSRNOG00000029966/ENSRNOG00000004181/ENSRNOG00000003949/ENSRNOG00000056553/ENSRNOG00000011991/ENSRNOG00000051480/ENSRNOG00000051498/ENSRNOG00000046366/ENSRNOG00000017310/ENSRNOG00000001689/ENSRNOG00000004118/ENSRNOG00000013729/ENSRNOG00000056658/ENSRNOG00000006864/ENSRNOG00000000875/ENSRNOG00000017712/ENSRNOG00000014986/ENSRNOG00000000327/ENSRNOG00000053599/ENSRNOG00000006632/ENSRNOG00000025141/ENSRNOG00000004150/ENSRNOG00000017105/ENSRNOG00000014866/ENSRNOG00000004415/ENSRNOG00000009881/ENSRNOG00000010957/ENSRNOG00000042477/ENSRNOG00000021130/ENSRNOG00000020557/ENSRNOG00000061527/ENSRNOG00000021748/ENSRNOG00000005330/ENSRNOG00000056458/ENSRNOG00000001474/ENSRNOG00000020430/ENSRNOG00000007106/ENSRNOG00000029456/ENSRNOG00000061080/ENSRNOG00000025327/ENSRNOG00000006063/ENSRNOG00000015101/ENSRNOG00000018692/ENSRNOG00000028097/ENSRNOG00000024457/ENSRNOG00000010406/ENSRNOG00000018931/ENSRNOG00000026672/ENSRNOG00000047296/ENSRNOG00000000977/ENSRNOG00000010153/ENSRNOG00000060542/ENSRNOG00000005609/ENSRNOG00000015756/ENSRNOG00000000196/ENSRNOG00000047019/ENSRNOG00000008652/ENSRNOG00000019039/ENSRNOG00000008635/ENSRNOG00000004676/ENSRNOG00000047466/ENSRNOG00000004574/ENSRNOG00000056659/ENSRNOG00000009372/ENSRNOG00000061499	165,426,304,436,715	0.000100123	0.0065599
GOMF	GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	GOMF_NEUROTRANSMITTER_RECEPTOR_ACTIVITY	83	ENSRNOG00000019134/ENSRNOG00000049761/ENSRNOG00000000368/ENSRNOG00000001575/ENSRNOG00000006174/ENSRNOG00000010853/ENSRNOG00000002327/ENSRNOG00000014862/ENSRNOG00000045816/ENSRNOG00000060599/ENSRNOG00000006957/ENSRNOG00000016429/ENSRNOG00000014290/ENSRNOG00000008992/ENSRNOG00000049792/ENSRNOG00000003777/ENSRNOG00000013042/ENSRNOG00000030910/ENSRNOG00000055499/ENSRNOG00000007682/ENSRNOG00000002349/ENSRNOG00000008766/ENSRNOG00000002336/ENSRNOG00000001679/ENSRNOG00000005723/ENSRNOG00000013610/ENSRNOG00000061182	172,839,992,711,575	0.024702704	0.00716
GOBP	GOBP_SPERM_FLAGELLUM_ASSEMBLY	GOBP_SPERM_FLAGELLUM_ASSEMBLY	21	ENSRNOG00000006114/ENSRNOG00000058275/ENSRNOG00000057867/ENSRNOG00000056996/ENSRNOG00000025787/ENSRNOG00000054475/ENSRNOG00000059348/ENSRNOG00000026217/ENSRNOG00000025860/ENSRNOG00000010141/ENSRNOG00000039315/ENSRNOG00000049596/ENSRNOG00000019020/ENSRNOG00000009061	202,517,628,964,455	0.003829335	0.0073326
GOMF	GOMF_TRANSMITTER_GATED_CHANNEL_ACTIVITY	GOMF_TRANSMITTER_GATED_CHANNEL_ACTIVITY	50	ENSRNOG00000000368/ENSRNOG00000001575/ENSRNOG00000006174/ENSRNOG00000010853/ENSRNOG00000002327/ENSRNOG00000014862/ENSRNOG00000045816/ENSRNOG00000060599/ENSRNOG00000006957/ENSRNOG00000008992/ENSRNOG00000049792/ENSRNOG00000003777/ENSRNOG00000030910/ENSRNOG00000055499/ENSRNOG00000007682/ENSRNOG00000002349/ENSRNOG00000008766/ENSRNOG00000002336/ENSRNOG00000005723/ENSRNOG00000013610/ENSRNOG00000061182	197,039,786,345,559	0.00640229	0.0075322
HPO	HP_PROMINENT_NASAL_BRIDGE	HP_PROMINENT_NASAL_BRIDGE	192	ENSRNOG00000016187/ENSRNOG00000026171/ENSRNOG00000013969/ENSRNOG00000042118/ENSRNOG00000003122/ENSRNOG00000011829/ENSRNOG00000002353/ENSRNOG00000054331/ENSRNOG00000014027/ENSRNOG00000007127/ENSRNOG00000021718/ENSRNOG00000009867/ENSRNOG00000008244/ENSRNOG00000000648/ENSRNOG00000028523/ENSRNOG00000060544/ENSRNOG00000009208/ENSRNOG00000015816/ENSRNOG00000059715/ENSRNOG00000004165/ENSRNOG00000047194/ENSRNOG00000003848/ENSRNOG00000025418/ENSRNOG00000004542/ENSRNOG00000030017/ENSRNOG00000015189/ENSRNOG00000015383/ENSRNOG00000029966/ENSRNOG00000004181/ENSRNOG00000030759/ENSRNOG00000042460/ENSRNOG00000001689/ENSRNOG00000017035/ENSRNOG00000010680/ENSRNOG00000007688/ENSRNOG00000024085/ENSRNOG00000004591/ENSRNOG00000006864/ENSRNOG00000020701/ENSRNOG00000013774/ENSRNOG00000025244/ENSRNOG00000016029/ENSRNOG00000008658/ENSRNOG00000052572/ENSRNOG00000008944/ENSRNOG00000056458/ENSRNOG00000038200/ENSRNOG00000006063/ENSRNOG00000009403/ENSRNOG00000052704/ENSRNOG00000009545/ENSRNOG00000002615/ENSRNOG00000026672/ENSRNOG00000010188/ENSRNOG00000015756/ENSRNOG00000024043/ENSRNOG00000012850/ENSRNOG00000047019/ENSRNOG00000019039/ENSRNOG00000008635/ENSRNOG00000003719/ENSRNOG00000004676/ENSRNOG00000034240/ENSRNOG00000004574/ENSRNOG00000056659/ENSRNOG00000000728/ENSRNOG00000066252/ENSRNOG00000016834/ENSRNOG00000029986/ENSRNOG00000019020/ENSRNOG00000015389/ENSRNOG00000003070/ENSRNOG00000016248	210,575,252,369,049	7,30E+07	0.0079589
GOBP	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	GOBP_ANTIGEN_RECEPTOR_MEDIATED_SIGNALING_PATHWAY	131	ENSRNOG00000019253/ENSRNOG00000009131/ENSRNOG00000027811/ENSRNOG00000054274/ENSRNOG00000057058/ENSRNOG00000006860/ENSRNOG00000006604/ENSRNOG00000019614/ENSRNOG00000017418/ENSRNOG00000015019/ENSRNOG00000030888/ENSRNOG00000011762/ENSRNOG00000038877/ENSRNOG00000013967/ENSRNOG00000008180/ENSRNOG00000017737/ENSRNOG00000000655/ENSRNOG00000001425/ENSRNOG00000046452/ENSRNOG00000016611/ENSRNOG00000009535/ENSRNOG00000012965/ENSRNOG00000023109/ENSRNOG00000052407/ENSRNOG00000017020/ENSRNOG00000003705/ENSRNOG00000018524/ENSRNOG00000019374/ENSRNOG00000014294/ENSRNOG00000001908/ENSRNOG00000036798/ENSRNOG00000033215/ENSRNOG00000010691/ENSRNOG00000031163/ENSRNOG00000011054/ENSRNOG00000036829	-163,970,018,793,943	0.007860868	0.0080952
GOCC	GOCC_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	GOCC_EXTRINSIC_COMPONENT_OF_PLASMA_MEMBRANE	150	ENSRNOG00000019482/ENSRNOG00000018557/ENSRNOG00000037227/ENSRNOG00000052296/ENSRNOG00000067358/ENSRNOG00000016638/ENSRNOG00000054172/ENSRNOG00000053332/ENSRNOG00000019857/ENSRNOG00000063135/ENSRNOG00000039350/ENSRNOG00000028629/ENSRNOG00000015461/ENSRNOG00000001068/ENSRNOG00000009260/ENSRNOG00000024452/ENSRNOG00000020942/ENSRNOG00000009495/ENSRNOG00000004805/ENSRNOG00000008180/ENSRNOG00000013324/ENSRNOG00000001172/ENSRNOG00000016592/ENSRNOG00000005796/ENSRNOG00000008050/ENSRNOG00000009102/ENSRNOG00000011647/ENSRNOG00000018526/ENSRNOG00000005903/ENSRNOG00000017469/ENSRNOG00000050519/ENSRNOG00000050231/ENSRNOG00000009535/ENSRNOG00000009912/ENSRNOG00000006077/ENSRNOG00000008578/ENSRNOG00000057713/ENSRNOG00000001448/ENSRNOG00000011550/ENSRNOG00000008600/ENSRNOG00000001235/ENSRNOG00000003895/ENSRNOG00000003284/ENSRNOG00000010971/ENSRNOG00000050469/ENSRNOG00000058186	-14,182,239,019,882	0.037365332	0.0081137
GOBP	GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	GOBP_REGULATION_OF_T_CELL_MEDIATED_CYTOTOXICITY	26	ENSRNOG00000001296/ENSRNOG00000054954/ENSRNOG00000058422/ENSRNOG00000020465/ENSRNOG00000047035/ENSRNOG00000016451/ENSRNOG00000019202/ENSRNOG00000000655/ENSRNOG00000017123/ENSRNOG00000046452/ENSRNOG00000009468/ENSRNOG00000033215/ENSRNOG00000036829	-169,079,374,893,777	0.0480271	0.0082661
GOBP	GOBP_GERM_CELL_DEVELOPMENT	GOBP_GERM_CELL_DEVELOPMENT	209	ENSRNOG00000006114/ENSRNOG00000013807/ENSRNOG00000026171/ENSRNOG00000058275/ENSRNOG00000057867/ENSRNOG00000056996/ENSRNOG00000025787/ENSRNOG00000014584/ENSRNOG00000026226/ENSRNOG00000052062/ENSRNOG00000020271/ENSRNOG00000025286/ENSRNOG00000017838/ENSRNOG00000020118/ENSRNOG00000054475/ENSRNOG00000068261/ENSRNOG00000007942/ENSRNOG00000021248/ENSRNOG00000066988/ENSRNOG00000059348/ENSRNOG00000047436/ENSRNOG00000023794/ENSRNOG00000048919/ENSRNOG00000026217/ENSRNOG00000016835/ENSRNOG00000017399/ENSRNOG00000013111/ENSRNOG00000060340/ENSRNOG00000034089/ENSRNOG00000017117/ENSRNOG00000012964/ENSRNOG00000025860/ENSRNOG00000039241/ENSRNOG00000042259/ENSRNOG00000025378/ENSRNOG00000010060/ENSRNOG00000015825/ENSRNOG00000045585/ENSRNOG00000010141/ENSRNOG00000009972/ENSRNOG00000045846/ENSRNOG00000006792/ENSRNOG00000022870/ENSRNOG00000048818/ENSRNOG00000042781/ENSRNOG00000014478/ENSRNOG00000039315/ENSRNOG00000027617/ENSRNOG00000026446/ENSRNOG00000015274/ENSRNOG00000057862/ENSRNOG00000020450/ENSRNOG00000004221/ENSRNOG00000061499/ENSRNOG00000007100/ENSRNOG00000049596/ENSRNOG00000003919/ENSRNOG00000017960/ENSRNOG00000010379/ENSRNOG00000007814/ENSRNOG00000019020/ENSRNOG00000009061/ENSRNOG00000016629/ENSRNOG00000023064/ENSRNOG00000011931/ENSRNOG00000029773/ENSRNOG00000004075/ENSRNOG00000047171/ENSRNOG00000059997/ENSRNOG00000013194/ENSRNOG00000001996/ENSRNOG00000055779/ENSRNOG00000012721/ENSRNOG00000019377/ENSRNOG00000009739/ENSRNOG00000010150	156,077,930,616,267	0.008175963	0.0087869
GOBP	GOBP_SPERMATID_DIFFERENTIATION	GOBP_SPERMATID_DIFFERENTIATION	119	ENSRNOG00000006114/ENSRNOG00000013807/ENSRNOG00000026171/ENSRNOG00000058275/ENSRNOG00000057867/ENSRNOG00000056996/ENSRNOG00000025787/ENSRNOG00000014584/ENSRNOG00000026226/ENSRNOG00000025286/ENSRNOG00000020118/ENSRNOG00000054475/ENSRNOG00000068261/ENSRNOG00000007942/ENSRNOG00000066988/ENSRNOG00000059348/ENSRNOG00000047436/ENSRNOG00000026217/ENSRNOG00000016835/ENSRNOG00000017399/ENSRNOG00000060340/ENSRNOG00000034089/ENSRNOG00000012964/ENSRNOG00000025860/ENSRNOG00000039241/ENSRNOG00000042259/ENSRNOG00000045585/ENSRNOG00000010141/ENSRNOG00000045846/ENSRNOG00000006792/ENSRNOG00000048818/ENSRNOG00000042781/ENSRNOG00000014478/ENSRNOG00000039315/ENSRNOG00000027617/ENSRNOG00000057862/ENSRNOG00000015756/ENSRNOG00000020450/ENSRNOG00000007100/ENSRNOG00000049596/ENSRNOG00000007814/ENSRNOG00000019020/ENSRNOG00000009061/ENSRNOG00000023064/ENSRNOG00000011931/ENSRNOG00000004075/ENSRNOG00000047171/ENSRNOG00000059997	202,675,262,240,291	5,48E+08	0.0096771
HPO	HP_ABNORMAL_HAIR_WHORL	HP_ABNORMAL_HAIR_WHORL	68	ENSRNOG00000010572/ENSRNOG00000003848/ENSRNOG00000006957/ENSRNOG00000004118/ENSRNOG00000005985/ENSRNOG00000003359/ENSRNOG00000013933/ENSRNOG00000008533/ENSRNOG00000005330/ENSRNOG00000021614/ENSRNOG00000045918/ENSRNOG00000011553/ENSRNOG00000014576/ENSRNOG00000047296/ENSRNOG00000008996/ENSRNOG00000012568/ENSRNOG00000053234/ENSRNOG00000005076/ENSRNOG00000052840/ENSRNOG00000037207/ENSRNOG00000013322/ENSRNOG00000007404/ENSRNOG00000049221/ENSRNOG00000009184/ENSRNOG00000065659/ENSRNOG00000015440/ENSRNOG00000012559/ENSRNOG00000031136/ENSRNOG00000004269/ENSRNOG00000009585/ENSRNOG00000011073/ENSRNOG00000002914/ENSRNOG00000010488/ENSRNOG00000010158/ENSRNOG00000012942/ENSRNOG00000001408	171,560,267,616,299	0.024158118	0.010325
